,run_number,event_number,cs2_bottom,cs2_bottom_new,cs2_new,cs2_top,cs2_top_new,s2_bottom,s2_top,x_observed,y_observed,z_observed,s2_over_tdiff,alt_s1_interaction_z,alt_s2_interaction_s2_range_50p_area,alt_s2_interaction_s2_range_80p_area,alt_s2_interaction_x,alt_s2_interaction_y,alt_s2_interaction_z,r_pos_correction,s1_largest_hit_area,s1_n_contributing_channels,s1_pattern_fit,s1_range_80p_area,s1_rise_time,s1_tight_coincidence,s2_n_contributing_channels,s2_pattern_fit,s2_range_80p_area,s2_rise_time,sum_s1s_before_main_s2,x_nn,y_nn,z_pos_correction,nearest_1e5pe_event,nearest_1e6pe_event,nearest_3e5pe_event,nearest_busy,nearest_busy_off,nearest_busy_on,nearest_event,nearest_hev,nearest_hev_off,nearest_hev_on,nearest_muon_veto_trigger,nearest_s2_area,next_1e5pe_event,next_1e6pe_event,next_3e5pe_event,next_busy,next_busy_off,next_busy_on,next_event,next_hev,next_hev_off,next_hev_on,next_muon_veto_trigger,next_s2_area,previous_1e5pe_event,previous_1e6pe_event,previous_3e5pe_event,previous_busy,previous_busy_off,previous_busy_on,previous_event,previous_hev,previous_hev_off,previous_hev_on,previous_muon_veto_trigger,previous_s2_area,area_before_main_s2,n_peaks,n_pulses,n_true_peaks,total_peak_area,cs1,cs2,drift_time,largest_coincidence,largest_other_s1,largest_other_s2,largest_unknown,largest_veto,s1,s1_area_fraction_top,s1_range_50p_area,s2,s2_area_fraction_top,s2_range_50p_area,x,y,z,event_duration,event_time,source,name,pax_version,lax_version,CutLowEnergyAmBe,distance_to_source,CutAmBeFiducial,CutS1LowEnergyRange,CutS2Threshold,CutInteractionPeaksBiggest,CutS2AreaFractionTop,CutS2SingleScatterSimple,CutDAQVeto,CutEndOfRunCheck,CutBusyTypeCheck,CutBusyCheck,CutHEVCheck,CutS1SingleScatter,pvalue_s1_area_fraction_top,CutS1AreaFractionTop,CutS2PatternLikelihood,CutS2Tails,CutS1PatternLikelihood,CutS2Width,CutS2WidthHigh,CutS2WidthLow,CutS1MaxPMT,CutSingleElectronS2s,CutLowEnergyRn220,r,CutFiducialCylinder1T,CutLowEnergyBackground,CutPreS2Junk
44704,5052,16105,2323.509325389376,2045.709001227096,5926.367638206088,4407.6388803416885,3880.658636978991,1906.1470122702885,3615.9130463234615,3.8652869839472075,-0.621262571581946,-10.892160326242447,0.0023611811567847635,,,,,,,0.014036023989319801,2.711103916168213,22.0,151.44427490234375,135.25807394271706,32.75844861128519,19.0,211.0,524.7974243164062,1166.5722422562167,583.1535056911474,29.538375854492188,3.4396088123321533,-1.0889489650726318,-0.17101582884788513,99524150,-729247060,224062315,-697446470,-697446470,-713187240,99524150,368395560000000000,368395560000000000,368395560000000000,-1042104210,176432.171875,99524150,3317120340,224062315,3317290160,3351168650,3317290160,99524150,368395560000000000,368395560000000000,368395560000000000,3876396660,176432.171875,169864740,729247060,335259335,697446470,697446470,713187240,169864740,368395560000000000,368395560000000000,368395560000000000,1042104210,184396.546875,39.39881604909897,40,427,9,5757.573579728603,39.970314869700815,6731.148205731064,77340.0,0.0,0.0,41.559932708740234,4.291209697723389,0.0,29.538375854492188,0.382955938577652,59.47427076687339,5522.06005859375,0.6548123359680176,609.0023890875636,3.8791451454162598,-0.6234899759292603,-11.063176155090332,2000000,1480716406983953500,none,161202_2119,6.4.2,0.11.1,False,78.71355747309917,False,True,True,True,True,True,True,True,True,True,True,True,0.6990803217409801,True,True,True,True,True,True,True,True,True,True,3.928932018919493,True,True,True
44963,5047,16944,1773.834040764053,1700.7647348761286,5126.501540640069,3572.915428073579,3425.73680576394,387.07582870981423,779.6609876964358,-11.320071817203207,16.251677556502365,-85.40496100485325,0.005856073056441095,,,,,,,2.0943944454193115,3.200659990310669,31.0,164.86073303222656,135.52089609376338,40.076501421903544,26.0,172.0,291.0094909667969,3964.2252365809923,1791.8981051209494,49.612083435058594,-11.8026123046875,17.847801208496094,0.2383655458688736,-57397540,310910025,-57397540,-54533930,-54533930,-57676640,-57397540,368395560000000000,368395560000000000,368395560000000000,-21597600,234131.75,79451600,310910025,114454020,79258090,82441550,79258090,79451600,368395560000000000,368395560000000000,368395560000000000,9090868190,234131.75,57397540,965491725,57397540,54533930,54533930,57676640,57397540,368395560000000000,368395560000000000,368395560000000000,21597600,336124.1875,70.27826195955276,46,399,5,1288.4245758652687,37.9780000481378,5346.749468837632,594790.0,0.0,0.0,20.467531204223633,1.9421640634536743,0.0,49.612083435058594,0.06720422953367233,72.0298420074509,1166.73681640625,0.6682406663894653,2052.353512235552,-12.517143249511719,17.97025489807129,-85.16659545898438,2000000,1480701933052109160,none,161202_1715,6.4.2,0.11.1,False,81.17781404508521,False,True,True,True,True,True,True,True,True,True,True,True,0.6258421256087041,True,True,True,True,True,True,True,True,True,True,21.89997571301055,True,True,True
45536,5023,12051,3065.480775217146,3177.668765994909,7983.575829207208,4636.233916956088,4805.907063212299,1141.1918166702962,1725.9387985640788,-15.574580040981695,22.384426785665244,-55.406881265342236,0.004243276602543063,,,,,,,1.5866343975067139,3.438044786453247,34.0,214.94679260253906,161.14844925071418,40.069678116178295,29.0,197.0,335.8799133300781,2561.9143661092594,1041.4647094619697,55.554168701171875,-16.267295837402344,22.672143936157227,-0.11215025931596756,35882800,272223205,-46616220,319656130,320871170,319656130,-35509710,368395560000000000,368395560000000000,368395560000000000,-2218520500,175056.40625,35882800,272223205,272223205,319656130,320871170,319656130,35882800,368395560000000000,368395560000000000,368395560000000000,4751876310,175056.40625,46616220,2473928555,46616220,2655627100,2655627100,2692832990,35509710,368395560000000000,368395560000000000,368395560000000000,2218520500,,78.58912017941475,53,510,8,3120.9427301883698,53.71892458756156,7701.714692173235,386470.0,0.0,0.0,39.565528869628906,2.768052816390991,0.0,55.554168701171875,0.26669564843177795,86.26286679121827,2867.130615234375,0.6019742488861084,1196.7357977773127,-16.48076057434082,23.686826705932617,-55.5190315246582,2000000,1480656261224988200,none,161202_0448,6.4.2,0.11.1,True,75.36854269514515,True,True,True,True,True,True,True,True,True,True,True,True,0.07511857971405313,True,True,True,True,True,True,True,True,True,True,28.856216462066357,True,True,True
46890,4997,14717,2649.1793903508183,2392.7275765105983,6831.728907928141,4914.772143881423,4439.001331417542,1253.6708156086388,2325.816977360111,10.597254064303584,3.258425073100586,-42.00480160117149,0.00969504237706235,,,,,,,0.40421926975250244,2.8724851608276367,27.0,190.72421264648438,148.64906236971365,47.910928350517686,22.0,209.0,334.88775634765625,2152.7849961339116,1073.387305021155,44.24913787841797,9.868581771850586,4.89292049407959,-0.16609683632850647,-123389275,-123389275,-123389275,-120437070,-120437070,-123890120,-123389275,368395560000000000,368395560000000000,368395560000000000,1569057390,353629.09375,370364110,1095599670,370364110,370060640,371404680,370060640,370364110,368395560000000000,368395560000000000,368395560000000000,1569057390,353629.09375,123389275,123389275,123389275,120437070,120437070,123890120,123389275,368395560000000000,368395560000000000,368395560000000000,3240800380,1196264.25,61.3716607093811,51,569,11,3969.0733637809753,48.14576010620931,7563.951534232241,293400.0,0.0,0.0,59.74430847167969,0.0,0.0,44.24913787841797,0.28722596168518066,71.45045108347327,3579.48779296875,0.6497625112533569,1051.361297200768,10.983621597290039,3.3772246837615967,-42.1708984375,2000000,1480562756170430510,none,161201_0241,6.4.2,0.11.1,True,60.930958213146,True,True,True,True,True,True,True,True,True,True,True,True,0.2747869710694655,True,True,True,True,True,True,True,True,True,True,11.491109170008995,True,True,True
46908,4996,388,1450.4181001869797,1357.313413463124,3758.7401943728914,2566.152249551837,2401.4267809097673,1190.4420224337227,2106.1895693631523,25.560539633365632,-12.51547088442137,-10.910879671573639,0.005988564500606795,,,,,,,0.21988077461719513,2.467460870742798,8.0,72.16767883300781,117.5700843832972,27.877249518616345,8.0,198.0,368.0323181152344,1292.2129459757339,571.2749702284419,11.264593124389648,25.625307083129883,-11.40233325958252,-0.20570796728134155,-200627880,-200627880,-200627880,11574065360,11598148360,11574065360,-200627880,368395560000000000,368395560000000000,368395560000000000,-1031898560,43.14219665527344,380618060,380618060,380618060,11574065360,11598148360,11574065360,207302890,368395560000000000,368395560000000000,368395560000000000,5441057420,43.14219665527344,200627880,200627880,200627880,23766523830,23766523830,23787671980,200627880,368395560000000000,368395560000000000,368395560000000000,1031898560,1201473.0,27.12959623336792,43,437,9,3620.6110339164734,15.639937883094035,4016.5703497388167,77470.0,0.0,0.0,50.87189865112305,0.0,0.0,11.264593124389648,0.4146314263343811,48.73447213802196,3296.631591796875,0.6388913989067078,663.8683138041412,25.758018493652344,-12.612164497375488,-11.11658763885498,2000000,1480556573319492600,none,161201_0141,6.4.2,0.11.1,False,74.82155064619772,False,True,True,True,True,True,True,True,True,True,True,True,0.34653976658076535,True,True,True,True,True,True,True,True,True,True,28.67999668807852,True,True,True
47753,4981,11526,1955.7509664126078,1858.2772702566976,5190.106255383262,3506.596061782901,3331.8289851265636,730.8680146608385,1310.421902331349,27.538123138021888,14.89002164385402,-55.442879378795624,0.0018077339363525699,,,,,,,1.9113140106201172,3.536548137664795,16.0,125.37928009033203,150.8262570881269,37.98020326029032,15.0,186.0,312.1807861328125,2675.995485238196,1302.1131647216857,26.40275764465332,26.19736671447754,15.973626136779785,-0.12397319078445435,-181229155,503961130,-181229155,-6399641710,-6399641710,-6458955940,-181229155,368395560000000000,368395560000000000,368395560000000000,-576536230,185280.625,338780240,503961130,503961130,9204551090,9231765300,9204551090,338780240,368395560000000000,368395560000000000,368395560000000000,1052188590,185280.625,181229155,675452335,181229155,6399641710,6399641710,6458955940,181229155,368395560000000000,368395560000000000,368395560000000000,576536230,327614.09375,38.71335023641586,35,453,8,2297.5838408470154,25.63408643341336,5462.347028195509,386720.0,0.0,0.0,46.71475601196289,0.0,0.0,26.40275764465332,0.03946690633893013,66.79793201577274,2041.2899169921875,0.6419577598571777,1336.1331877403077,29.219402313232422,15.79909896850586,-55.56685256958008,2000000,1480504298041986190,none,161130_1037,6.4.2,0.11.1,True,39.06639894010652,True,True,True,True,True,True,True,True,True,True,True,True,0.07187618235728614,True,True,True,True,True,True,True,True,True,True,33.21723949636958,True,True,True
48292,4972,19859,1577.905362635879,1605.4455923197097,4358.348491505554,2705.6788895379586,2752.902899185844,714.4099820415722,1225.0189730365528,-29.79906048306493,3.6891773417018623,-44.641440242528915,0.0012718090245268912,,,,,,,1.4569233655929565,3.154419422149658,18.0,153.8316192626953,144.4265137477556,44.41504389724603,14.0,188.0,311.0909423828125,2568.124891124503,1194.380845158577,29.50171661376953,-30.202299118041992,4.933614253997803,-0.1726008951663971,27213790,-836008715,27213790,27104510,31106800,27104510,27213790,368395560000000000,368395560000000000,368395560000000000,824392120,329697.96875,27213790,2979111620,27213790,27104510,31106800,27104510,27213790,368395560000000000,368395560000000000,368395560000000000,824392120,329697.96875,460599520,836008715,460599520,459810630,459810630,460810630,72448920,368395560000000000,368395560000000000,368395560000000000,4666535990,2773.97998046875,37.31480097770691,24,388,5,2078.5037373304367,31.207061635394894,4283.584252173838,311710.0,0.0,0.0,33.759857177734375,0.0,0.0,29.50171661376953,0.22376634180545807,74.49197844051778,1939.428955078125,0.6316390037536621,1358.3309203045308,-31.244945526123047,3.868180513381958,-44.81404113769531,2000000,1480473252403181590,none,161130_0135,6.4.2,0.11.1,False,96.02645844515288,False,True,True,True,True,True,True,True,True,True,True,True,0.6564230563041461,True,True,True,True,True,True,True,True,True,True,31.483478864549014,True,True,True
50396,4921,553,2147.8474441171093,2008.9869460176867,5645.332271859816,3887.688284644759,3636.345325842129,1012.0831434706924,1831.9102647324326,16.32638665873207,-26.44434532614453,-42.63984031975269,0.0013537841440121581,,,,,,,1.5122287273406982,3.1376802921295166,23.0,168.73046875,166.0819696268174,40.81329770941195,20.0,204.0,289.42529296875,2604.1616946081394,1401.7608524228692,41.75973129272461,16.39948081970215,-26.150537490844727,-0.1888606995344162,-103082130,-558389275,-558389275,-851609650,-851609650,-882033860,-103082130,368395560000000000,368395560000000000,368395560000000000,-5372194750,,850421235,897031410,850421235,897772750,933218350,897772750,104824500,368395560000000000,368395560000000000,368395560000000000,6487733560,,103082130,558389275,558389275,851609650,851609650,882033860,103082130,368395560000000000,368395560000000000,368395560000000000,5372194750,139550.953125,54.73646557331085,36,464,8,3075.0808873176575,43.96217842074884,6035.535728761868,297810.0,0.0,0.0,37.78800582885742,1.8143725395202637,0.0,41.75973129272461,0.10142874717712402,66.50863277559665,2843.993408203125,0.6441330909729004,1197.1720219338126,17.12080955505371,-27.731096267700195,-42.82870101928711,2000000,1480320877717180980,none,161128_0812,6.4.2,0.11.1,False,81.64729862034179,False,True,True,True,True,True,True,True,True,True,True,True,0.08647533790358139,True,True,True,True,True,True,True,True,True,True,32.590425281497545,True,True,True
52043,4894,14734,1864.3681309703613,1724.7638414992941,4995.684912093204,3535.673033146223,3270.92107059391,721.7292784883757,1368.7204285428743,14.828836359803441,-25.183129280409727,-52.94736133515835,0.0015336751602176043,,,,,,,1.6531579494476318,2.842662811279297,25.0,158.0425262451172,149.7994383038755,46.14679416437022,20.0,189.0,271.93499755859375,2387.050639155717,1546.737806428464,36.84882354736328,14.666717529296875,-25.829683303833008,-0.12446178495883942,-243136295,-734218630,-243136295,-241734660,-241734660,-243308430,208882495,368395560000000000,368395560000000000,368395560000000000,420776560,14467.5966796875,410680090,1365949315,991064260,410493910,412464050,410493910,208882495,368395560000000000,368395560000000000,368395560000000000,420776560,14467.5966796875,243136295,734218630,243136295,241734660,241734660,243308430,243136295,368395560000000000,368395560000000000,368395560000000000,4786416550,340367.28125,44.29695796966553,35,453,7,2297.7983173131943,35.9096529784606,5400.041164116585,369390.0,0.0,0.0,38.56740188598633,0.0,0.0,36.84882354736328,0.1682441234588623,75.89026770692892,2090.44970703125,0.6547492742538452,1351.3778177346408,15.6676607131958,-26.607666015625,-53.07182312011719,2000000,1480228392682425860,none,161127_0548,6.4.2,0.11.1,False,81.11723443567806,False,True,True,True,True,True,True,True,True,True,True,True,0.9999999999999983,True,True,True,True,True,True,True,True,True,True,30.877880157531294,True,True,True
52341,4889,10165,4027.195821884138,3696.7320045262504,9420.297057808533,6235.21457347688,5723.565053282284,1695.2255722669652,2624.678724608035,-8.350408761714844,-11.418195816165522,-48.070080637931824,0.003151402326361097,,,,,,,0.6237075328826904,2.7263410091400146,33.0,198.84584045410156,136.3291846151413,40.26316319389071,30.0,211.0,306.129638671875,2294.3402866356005,1074.252611539226,53.76152420043945,-9.224196434020996,-12.235678672790527,-0.14849388599395752,170703575,-312925195,251208730,-1639310700,-1639310700,-1731352320,92468920,368395560000000000,368395560000000000,368395560000000000,-2202036800,409.998046875,170703575,652736105,251208730,32225624400,32239529050,32225624400,92468920,368395560000000000,368395560000000000,368395560000000000,5740793150,409.998046875,312925195,312925195,312925195,1639310700,1639310700,1731352320,151341715,368395560000000000,368395560000000000,368395560000000000,2202036800,36059.1875,61.38973730802536,38,597,14,4742.5979724526405,54.467435937473965,10262.410395361017,335520.0,0.0,0.0,50.52242660522461,1.939378261566162,0.0,53.76152420043945,0.14274084568023682,79.12158609908894,4319.904296875,0.6075779795646667,1181.8180217822228,-8.718588829040527,-11.921638488769531,-48.21857452392578,2000000,1480209457937231980,none,161127_0046,6.4.2,0.11.1,False,85.3446952444219,False,True,True,True,True,True,True,True,True,True,True,True,0.4931882704265685,True,True,True,True,True,True,True,True,True,True,14.769538091178795,True,True,True
52939,4878,5087,2895.65898533675,2780.6976957515235,7493.086050850111,4907.210770766511,4712.388355098587,1314.6052830931148,2227.833193469385,-10.844217246373484,18.626182697716775,-43.47360189259052,0.005344242357882223,,,,,,,0.9007160067558289,2.6030447483062744,23.0,151.57235717773438,154.63663822719695,47.30104440930185,21.0,203.0,348.2618103027344,2266.6651671345107,954.654829046887,34.3610954284668,-11.088861465454102,19.886608123779297,-0.17404977977275848,-58057480,-140646550,-58057480,-12549395190,-12549395190,-12589286860,-58057480,368395560000000000,368395560000000000,368395560000000000,1174352730,233238.90625,625913340,733747095,733747095,21608931280,21620284450,21608931280,625913340,368395560000000000,368395560000000000,368395560000000000,1174352730,233238.90625,58057480,140646550,58057480,12549395190,12549395190,12589286860,58057480,368395560000000000,368395560000000000,368395560000000000,2151702610,243114.265625,50.58845740556717,48,524,10,3821.0763318538666,36.51543484815875,7802.86975610326,303600.0,0.0,0.0,32.19234085083008,0.0,0.0,34.3610954284668,0.1916806548833847,69.58702551486604,3542.4384765625,0.6288982033729553,1138.4854704199963,-11.297405242919922,19.404584884643555,-43.64765167236328,2000000,1480168804460511140,none,161126_1344,6.4.2,0.11.1,True,71.80600839778678,True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,True,22.453714164211043,True,True,True
54170,4856,13871,2752.4204437241624,2449.348639470065,6803.388873174667,4892.790335735519,4354.0402337046025,1723.758230850508,3064.207589461992,3.61577684440369,1.598642056412289,-25.187039986252785,0.0028806937782420252,,1534.3500397693017,1923.6653929833947,8.471174240112305,-41.684349060058594,-62.43983840942383,0.06606481969356537,2.698561668395996,26.0,154.72122192382812,147.02558785708788,44.32925727714308,20.0,211.0,421.2688903808594,1637.3762776606995,735.2904649729613,35.522483825683594,2.5893821716308594,1.8691332340240479,-0.1983722299337387,156589235,-416214840,-416214840,9401126660,9434832670,9401126660,150696010,368395560000000000,368395560000000000,368395560000000000,-782525650,85213.8828125,156589235,894852820,880320725,9401126660,9434832670,9401126660,150696010,368395560000000000,368395560000000000,368395560000000000,1270722160,85213.8828125,416214840,416214840,416214840,18667539450,18667539450,18683530840,416214840,368395560000000000,368395560000000000,368395560000000000,782525650,1198987.5,44.84679237008095,41,583,14,5288.495645642281,42.96625500805658,7645.210779459681,176610.0,0.0,0.0,72.20938110351562,0.0,0.0,35.522483825683594,0.33319413661956787,78.93210606231295,4787.9658203125,0.6399810910224915,897.2357957412237,3.676199436187744,1.625356674194336,-25.385412216186523,2000000,1480090884782377600,none,161125_1538,6.4.2,0.11.1,True,71.50105040557614,True,True,True,True,True,True,True,True,True,True,True,True,0.46302533507398747,True,True,True,True,True,True,True,True,True,True,4.019480888494827,True,True,True
54468,4839,9242,2332.098349361395,2271.9732575767557,6432.712635576162,4270.848436792201,4160.739377999406,857.4862744855927,1570.3428270769073,10.344937536903121,24.597166618938655,-53.78544143587351,0.0011853445368870197,,,,,,,1.483082890510559,4.1981916427612305,34.0,180.4625701904297,140.7914914039934,36.71668884614684,30.0,203.0,232.03219604492188,2358.810343100383,1170.8165411683829,49.747291564941406,10.072881698608398,24.882919311523438,-0.12146469205617905,136183215,-622755380,352812775,11087850860,11127981500,11087850860,136183215,368395560000000000,368395560000000000,368395560000000000,1124581510,119476.4765625,136183215,1469000095,352812775,11087850860,11127981500,11087850860,136183215,368395560000000000,368395560000000000,368395560000000000,1124581510,119476.4765625,401281075,622755380,622755380,25803642060,25803642060,25811425610,401281075,368395560000000000,368395560000000000,368395560000000000,3341070300,138784.453125,60.424148976802826,29,436,5,2594.5643706321716,49.28159388160566,6602.946786153596,375210.0,0.0,0.0,33.69118118286133,0.0,0.0,49.747291564941406,0.14775696396827698,62.05009046673587,2427.8291015625,0.646809458732605,1308.9362741400578,10.919902801513672,25.964262008666992,-53.90690612792969,2000000,1480064346012734710,none,161125_0830,6.4.2,0.11.1,True,48.57769876301797,True,True,True,True,True,True,True,True,True,True,True,True,0.581688598119825,True,True,True,True,True,True,True,True,True,True,28.167129403778695,True,True,True
55578,4809,7258,2823.1888354467806,2696.77265358725,7798.011785886583,5340.369106047729,5101.2391322993335,600.4256985193933,1135.7705905431067,24.80775288055522,-3.5242601967192395,-81.08496351540089,0.0072838444943484956,,,,,,,2.480722188949585,3.754728078842163,32.0,218.8984832763672,159.4841364364986,48.165145207472776,23.0,189.0,246.53408813476562,2285.245453949303,898.4936778992619,52.19218063354492,25.199922561645508,-2.706429958343506,0.15899915993213654,-115016270,-115016270,-115016270,-99828580,-99828580,-115320530,-115016270,368395560000000000,368395560000000000,368395560000000000,-887424080,31212.8984375,623541930,1003008710,709030660,500639980,502223420,500639980,500689755,368395560000000000,368395560000000000,368395560000000000,1105512150,31212.8984375,115016270,115016270,115016270,99828580,99828580,115320530,115016270,368395560000000000,368395560000000000,368395560000000000,887424080,837760.625,73.29382330179214,40,416,5,1891.1408382058144,40.475708010046446,8163.55794149451,564790.0,0.0,0.0,30.170751571655273,2.431220293045044,0.0,52.19218063354492,0.2567830979824066,101.94266817972768,1736.1962890625,0.6541717648506165,1243.8351165453048,27.26381492614746,-3.8731753826141357,-80.92596435546875,2000000,1479961310998591070,none,161124_0359,6.4.2,0.11.1,True,63.606346890878136,True,True,True,True,True,True,True,True,True,True,True,True,0.00247221374047489,True,True,True,True,True,True,True,True,True,True,27.537557841459165,True,True,True
56034,4800,12245,2583.5323492659486,2475.048904154897,7702.009667953043,5456.062786859275,5226.960763798146,704.2761336718686,1487.3337296093814,27.772017305025663,17.36701669101147,-67.40352128259838,0.0014931340913533044,,,,,,,2.557830572128296,2.7201945781707764,37.0,205.1422882080078,131.1852508351551,37.06812888869151,36.0,188.0,290.27801513671875,2725.341332328106,1379.5874445599898,61.15478515625,26.477373123168945,19.416364669799805,-0.024716632440686226,-162646990,-858612445,-405075340,-159779680,-159779680,-162804660,-162646990,368395560000000000,368395560000000000,368395560000000000,-2575220730,377822.625,1264737105,2375460290,1264737105,1264527700,1267361530,1264527700,1264737105,368395560000000000,368395560000000000,368395560000000000,7637732640,377822.625,162646990,858612445,405075340,159779680,159779680,162804660,162646990,368395560000000000,368395560000000000,368395560000000000,2575220730,242853.765625,73.7804771065712,26,422,6,2409.303558886051,54.273321925720666,8039.595136125223,469780.0,0.0,0.0,42.02395248413086,0.0,0.0,61.15478515625,0.13859973847866058,65.51312106660914,2191.60986328125,0.6786489486694336,1274.7763171783981,29.940719604492188,18.72319793701172,-67.42823791503906,2000000,1479929733118358620,none,161123_1857,6.4.2,0.11.1,True,40.07627303282201,True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,True,35.31295557473691,True,True,True
